company_name	industry_large_code	industry_large_name	industry_mid_code	industry_mid_name
교보데이터센터	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
JSR Micro Korea	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
태평양	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
케이투코리아	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
엔에이치유통	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
naver	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-1	포털·검색·SNS·커뮤니티·웹툰·웹소설
케이비에스아트비전	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
AP시스템	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
엔에이치엔애드	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
SECO	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
휴비츠	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
서현회계법인	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
Hitachi-LG Data Storage	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
KB 라이프	I17	금융 – 보험	I17-1	생명보험
푸본현대생명	I17	금융 – 보험	I17-1	생명보험
테스트코	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
KG케미칼	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
롯데면세점	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
5민랩	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
누리플렉스	I12	통신·케이블·네트워크·보안	I12-2	네트워크·보안·통신장비·IDC
영실업	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
PwC	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
동아일보사	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
하이랜드푸드	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
KG모빌리티	I04	자동차·모빌리티·부품·타이어	I04-1	완성차·모빌리티 OEM
조선방송	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
엔에이치엔에듀	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
인썸블루	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
포트리스이노베	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
한경닷컴	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
솔로몬텍	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
나이스신용평가	I18	금융 – 카드·캐피탈·핀테크·지주	I18-2	핀테크·PG·CB·금융지주·디지털자산·보증기관
SM상선	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
효성전기	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
차병원그룹	I19	헬스케어·제약·바이오·의료	I19-2	병원·의료기관·검진센터·디지털헬스케어
KB국민카드	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
토스페이먼츠	I18	금융 – 카드·캐피탈·핀테크·지주	I18-2	핀테크·PG·CB·금융지주·디지털자산·보증기관
삼성물산 리조트부문	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
제이비우리캐피탈	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
SGS Korea	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
라이나생명보험	I17	금융 – 보험	I17-1	생명보험
예림임업	I09	생활용품·화장품·패션·스포츠	I09-1	생활용품·위생·홈케어·가구·리빙
현대면세점	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
롯데호텔앤리조트	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
에스엠케이티앤아이	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
동양생명보험	I17	금융 – 보험	I17-1	생명보험
메타바이오메드	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
노루페인트	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
LG에너지솔루션	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
두산 사업부문	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
강남차병원	I19	헬스케어·제약·바이오·의료	I19-2	병원·의료기관·검진센터·디지털헬스케어
NHN EDU	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
삼우종합건축사 사무소	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
바이엘	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
신세계백화점	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
LS전선	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
MEGAZONECLOUD	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
선진엔지니어링종합건축사사무소	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
신성해운	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
이한규	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
현우산업	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
새론오토모티브	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
화천기계	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
안연케어	I19	헬스케어·제약·바이오·의료	I19-2	병원·의료기관·검진센터·디지털헬스케어
시노페스	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
삼화페인트	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
멀린엔터테인먼트	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
암젠코리아	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
밀리의서재	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
부방	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
오토허브셀카	I11	이커머스·플랫폼 커머스·O2O	I11-2	배달·모빌리티·여행·티켓·숙박 O2O 플랫폼
디에스디삼호	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
케이비라이프생명보험	I17	금융 – 보험	I17-1	생명보험
엘지마그나	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
11번가	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
K	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
(주)동양	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
효성ITX(주)	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
에스엔케이폴리텍	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
케이씨엔씨 주식회사	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
한국맥도날드	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
휴맥스	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
이엘씨에이한국(유)	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
정식픔	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
코리아e플랫폼	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
창신INC	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
쓰리에스포유	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
(주)프리드라이프	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
(주)호텔롯데	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
(주)대교	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
SK오션플랜트	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
한화세미텍	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
롤랜드버거	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
크레신	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
케이티리빙	I09	생활용품·화장품·패션·스포츠	I09-1	생활용품·위생·홈케어·가구·리빙
크레신주식회사	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
삼정케이피엠지	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
현대그룹 인재개발센터	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
adefficiency	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
주식회사캐프	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
ANANA	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
(주)유니에스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
동아ST	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
PSNM	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
(주)인성	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
(주)케이에스넷	I18	금융 – 카드·캐피탈·핀테크·지주	I18-2	핀테크·PG·CB·금융지주·디지털자산·보증기관
주식회사 숲	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
미원상사 주식회사	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
에너지솔루션	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
HSAD Germany	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
055-379-4882	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
SKE&S 코원에너지서비스	I01	에너지·유틸리티	I01-1	전력·가스·환경유틸리티
hmm	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
주식회사디알비동일	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
엘비휴넷	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
LINE	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-1	포털·검색·SNS·커뮤니티·웹툰·웹소설
모빌라이즈파이낸셜서비스코리아	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
지금융코리아	I18	금융 – 카드·캐피탈·핀테크·지주	I18-2	핀테크·PG·CB·금융지주·디지털자산·보증기관
(주)삼양케이씨아이	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
비케이알	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
SFA반도체/김솔규 과장	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
SG 한국삼공	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
삼성전자 온양사업장	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
중견기업	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
디비아이앤씨	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
DB Inc.	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
(주)디앤씨컴퍼니	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
얼라인테크놀로지코리아	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
(주)삼천리	I01	에너지·유틸리티	I01-1	전력·가스·환경유틸리티
오뚜기에스에프	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
에르메스 코리아	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
(주)피에이치씨발레오	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
(주)시몬스	I09	생활용품·화장품·패션·스포츠	I09-1	생활용품·위생·홈케어·가구·리빙
SPCGFS	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
현대C&R	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
LG AI연구원	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
(주)대학내일	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
세중해운	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
유안타증권	I16	금융 – 증권·자산운용·투자은행	I16-1	증권사·브로커리지·IB
인베니	I13	IT서비스·SI·클라우드·SW	I13-2	클라우드·MSP·데이터센터·SW/SaaS
웹케시그룹	I18	금융 – 카드·캐피탈·핀테크·지주	I18-2	핀테크·PG·CB·금융지주·디지털자산·보증기관
HENKEL KOREA	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
KBS아트비전	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
티켓링크	I11	이커머스·플랫폼 커머스·O2O	I11-2	배달·모빌리티·여행·티켓·숙박 O2O 플랫폼
케이티 밀리의서재	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
(주)금호에이치티	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
kb금융지주	I18	금융 – 카드·캐피탈·핀테크·지주	I18-2	핀테크·PG·CB·금융지주·디지털자산·보증기관
GC셀	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
DN솔루션즈	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
신한라이프생명보험	I17	금융 – 보험	I17-1	생명보험
파라다이스시티	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
한국쉘석유	I01	에너지·유틸리티	I01-2	정유·연료·에너지트레이딩
메가스터디(주)	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
경신	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
온코닉테라퓨틱스	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
NICE평가정보	I18	금융 – 카드·캐피탈·핀테크·지주	I18-2	핀테크·PG·CB·금융지주·디지털자산·보증기관
폴리미래주식회사	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
조인주식회사	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
SPC GFS	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
헨켈홈케어코리아	I09	생활용품·화장품·패션·스포츠	I09-1	생활용품·위생·홈케어·가구·리빙
닛샤코리아(주)	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
(주)케이티씨에스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
코콤	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
KGM	I04	자동차·모빌리티·부품·타이어	I04-1	완성차·모빌리티 OEM
NVH코리아	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
(주)엔디에스	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
아진산업	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
엠에스티엔지니어링	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
유맥에프엔알	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
화승알앤에이	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
창신아이앤씨	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
앰코코리아	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
(주)아이티엠반도체	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
KC그룹	I01	에너지·유틸리티	I01-1	전력·가스·환경유틸리티
케이에스엠	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
NDS	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
디에스알 주식회사	I02	소재·화학·금속	I02-2	철강·비철금속·금속가공
(주)콜마홀딩스	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
아이파킹	I11	이커머스·플랫폼 커머스·O2O	I11-2	배달·모빌리티·여행·티켓·숙박 O2O 플랫폼
에실로룩소티카	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
휴니드	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
풀무원식품	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
노루홀딩스	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
SK브로드밴드	I12	통신·케이블·네트워크·보안	I12-1	통신사업자(MNO/MVNO)·케이블·ISP
동성화인텍	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
(주)아이지에스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
fdghdfh	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
SK telecom	I12	통신·케이블·네트워크·보안	I12-1	통신사업자(MNO/MVNO)·케이블·ISP
LS엠트론	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
IBK시스템	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
광주은행	I15	금융 – 은행·저축은행	I15-1	시중·지방·인터넷은행
비전넥스트(주)	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
Solus	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
주식회사 유맥에프엔알	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
롯데백화점	I10	리테일·오프라인 유통·호텔·레저	I10-2	백화점·면세점·호텔·리조트·카지노·골프장
(주)대동	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
Ktcs	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
메가스터디	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
테크젠 주식회사	I12	통신·케이블·네트워크·보안	I12-2	네트워크·보안·통신장비·IDC
코오롱이앤피	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
주.세정	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
에스엘코퍼레이션	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
미스토코리아	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
차병원바이오그룹	I19	헬스케어·제약·바이오·의료	I19-2	병원·의료기관·검진센터·디지털헬스케어
(주)한진	I07	물류·운송·해운·항공	I07-2	택배·3PL·창고·라스트마일 물류
KB라이프	I17	금융 – 보험	I17-1	생명보험
UPenn.MutualInc.	I20	교육·출판·전문서비스·B2B·비영리	I20-1	교육·에듀테크·출판·교육콘텐츠
HD현대마린솔루션테크	I05	기계·중공업·장비	I05-2	중공업·조선·방산·항공우주·중장비
에이클라미디어그룹	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
랄프로렌코리아	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
GC Cell	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
유신	I06	건설·엔지니어링·부동산	I06-2	부동산개발·신탁·엔지니어링·설계·프롭테크
엠즈시드	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
(주)엔켐	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
엔씨아이디에스	I13	IT서비스·SI·클라우드·SW	I13-1	SI·IT아웃소싱·금융/그룹IT·IT운영
SK실트론	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
피앤에스네트웍스	I12	통신·케이블·네트워크·보안	I12-2	네트워크·보안·통신장비·IDC
(주)네패스	I03	전기·전자·반도체·배터리	I03-2	반도체·반도체장비·배터리·전지소재
스시로한국	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
실리콘투	I11	이커머스·플랫폼 커머스·O2O	I11-1	종합이커머스·마켓플레이스·D2C커머스
DSV AIR&SEA	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
동아닷컴	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
(주)웅진	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
매일헬스뉴트리션	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
한국에자이	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
인카금융서비스(주)	I17	금융 – 보험	I17-2	손해보험·재보험·보험서비스
케이엔케이코팅스	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
미스토홀딩스	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
오토인더스트리	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
노랑풍선	I11	이커머스·플랫폼 커머스·O2O	I11-2	배달·모빌리티·여행·티켓·숙박 O2O 플랫폼
Nike Korea	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
한국MSD	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
위대한 상상	I11	이커머스·플랫폼 커머스·O2O	I11-2	배달·모빌리티·여행·티켓·숙박 O2O 플랫폼
동우화인켐	I02	소재·화학·금속	I02-1	화학·섬유·첨단소재
GS칼텍스	I01	에너지·유틸리티	I01-2	정유·연료·에너지트레이딩
존슨앤드존슨	I19	헬스케어·제약·바이오·의료	I19-1	제약·바이오·진단·의료기기
비에스한양	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
삼성화재해상보험	I17	금융 – 보험	I17-2	손해보험·재보험·보험서비스
SK AX	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
뷰티르샤	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
KYMC	I05	기계·중공업·장비	I05-1	일반기계·공작기계·산업설비
(주)서경방송	I12	통신·케이블·네트워크·보안	I12-1	통신사업자(MNO/MVNO)·케이블·ISP
(주)바운스	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
주식회사 디알비동일	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
OK금융그룹	I18	금융 – 카드·캐피탈·핀테크·지주	I18-1	카드·캐피탈·리스·할부·대부
유맥	I08	식품·음료·사료·푸드서비스	I08-2	사료·식자재·급식·B2B푸드서비스
대림바스 주식회사	I09	생활용품·화장품·패션·스포츠	I09-1	생활용품·위생·홈케어·가구·리빙
동아엠텍	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
남양유업주식회사	I08	식품·음료·사료·푸드서비스	I08-1	식품·음료·주류 제조
지에스아이	I12	통신·케이블·네트워크·보안	I12-2	네트워크·보안·통신장비·IDC
세경하이테크	I03	전기·전자·반도체·배터리	I03-1	전자·가전·디스플레이·전자부품
무인양품	I10	리테일·오프라인 유통·호텔·레저	I10-1	오프라인리테일·마트·편의점·전문점·프랜차이즈
갈라인터내셔널	I09	생활용품·화장품·패션·스포츠	I09-2	화장품·퍼스널케어·패션·스포츠·유아용품
(주)금화	I20	교육·출판·전문서비스·B2B·비영리	I20-2	회계·법률·컨설팅·연구·HR·BPO·시설관리·협회·NGO
그라비티네오싸이언	I14	인터넷·포털·디지털콘텐츠·게임·엔터·미디어·광고	I14-2	게임·OTT·엔터·방송·신문·광고·디지털콘텐츠
발레오전장시스템스코리아(주)	I04	자동차·모빌리티·부품·타이어	I04-2	자동차부품·타이어·모듈
Wallenius Wilhelmsen	I07	물류·운송·해운·항공	I07-1	해운·항공·철도·대형운송
